관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
송파관광정보센터,"석촌호수 동호, 롯데월드타워 앞",서울특별시,송파구,송파를 찾는 국내외 관광객들에게 관광정보를 제공합니다.,크로마키존 사진촬영+한성백제의상체험+송파사랑의 우체통·자물쇠트리 운영+관광기념품 판매+핸드폰충전,"설, 추석 명절 당일",10:00,19:00,10:00,18:00,4,Y,Y,Y,러시아러,02-421-0970,서울특별시 송파구 잠실로 180,서울특별시 송파구 신천동 32,서울특별시 송파구청,http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&c=1001&cate_id=AM0403001000,37.5117817068,127.1037647094,2020-02-13,3230000,서울특별시 송파구
망상오토리조트,망상오토리조트 클럽하우스,강원도,동해시,망상오토리조트 안내 및 주변 관광정보 제공,,없음,14:00,11:00,14:00,11:00,3,Y,Y,Y,,033-539-3600,강원도 동해시 동해대로6370,강원도 동해시 망상동 393-39,동해시시설관리공단,www.campingkorea.or.kr,37.600467,129.078461,2020-02-05,B551313,동해시시설관리공단
망상제2캠핑장,망상제2캠핑장 클럽하우스,강원도,동해시,망상제2캠핑장 안내 및 주변 관광정보 제공,,없음,14:00,11:00,14:00,11:00,2,Y,Y,Y,,033-539-3618,강원도 동해시 동해대로6270-14,강원도 동해시 망상동 393-19,동해시시설관리공단,www.mangsangcamping.or.kr,37.59160085,129.0923168,2020-02-05,B551313,동해시시설관리공단
무릉계곡 힐링캠프장,무릉계곡 입장매표소,강원도,동해시,무릉계곡 힐링캠프장 안내 및 주변 관광정보 제공,,없음,14:00,11:00,14:00,11:00,3,Y,Y,Y,,033-539-3700,강원도 동해시 삼화로 467,강원도 동해시 삼화동 858-10,동해시시설관리공단,www.mureungvalley.or.kr,37.46439851,129.0265563,2020-02-05,B551313,동해시시설관리공단
추암오토캠핑장,추암오토캠핑장 관리사무소,강원도,동해시,추암오토캠핑장 안내 및 주변 관광정보 제공,,없음,14:00,11:00,14:00,11:00,2,Y,Y,Y,,033-539-3737,강원도 동해시 촛대바위길 28,강원도 동해시 추암동 1,동해시시설관리공단,www.chuamautocamping.or.kr,37.4770961362,129.1591912946,2020-02-05,B551313,동해시시설관리공단
천곡황금박쥐동굴,천곡황금박쥐동굴 매표소,강원도,동해시,"천곡황금박쥐동굴, 돌리네공원 안내 및 주변 관광정보 제공",,없음,14:00,11:00,14:00,11:00,2,Y,Y,Y,,033-539-3630,강원도 동해시 동굴로 50,강원도 동해시 천곡동 1003,동해시시설관리공단,www.dhsisul.org,37.51751668,129.1104763,2020-02-05,B551313,동해시시설관리공단
양천향교역 문화관광 홍보관,지하철9호선 양천향교역 지하1층,서울특별시,강서구,강서구 문화관광지와 각종행사 및 구정 등 홍보,,연중무휴,10:00,16:00,10:00,16:00,1, , , ,,02-2658-6158,서울특별시 강서구 양천로 341,,서울특별시 강서구청,,37.5686259,126.8407902,2019-12-19,3150000,서울특별시 강서구
횡성군관광안내소,횡성호수길,강원도,횡성군,횡성관내 관광코스 안내,호수길 설명 등,"화, 금",09:00,18:00,09:00,18:00,1,N,N,N,N,033-343-3432,강원도 횡성군 갑천면 태기로구방5길 40,강원도 횡성군 갑천면 구방리 512,강원도 횡성군청,http://www.hsg.go.kr/tour,37.5455545131,128.0670546,2019-12-16,4260000,강원도 횡성군
횡성군관광안내소,횡성역,강원도,횡성군,횡성관내 관광코스 안내,횡성역 경유 관광안내,"화, 금",09:00,18:00,09:00,18:00,1,Y,N,N,N,070-8282-2330,,강원도 횡성군 횡성읍 생운리 246-4,강원도 횡성군청,http://www.hsg.go.kr/tour,37.4830132,128.0096113,2019-12-16,4260000,강원도 횡성군
횡성군관광안내소,둔내역,강원도,횡성군,횡성관내 관광코스 안내,둔내역 경유 관광안내,"화, 금",09:00,18:00,09:00,18:00,1,N,N,Y,중국어,070-8299-2330,강원도 횡성군 둔내면 고원로 116,강원도 횡성군 둔내면 자포곡리 433-1,강원도 횡성군청,http://www.hsg.go.kr/tour,37.5102416221,128.2212753639,2019-12-16,4260000,강원도 횡성군
무주군 종합관광안내소,무주공용시외버스터미널 앞,전라북도,무주군,무주군 관광 안내 및 해설,핸드폰 충전,명절 당일,09:00,18:00,09:00,18:00,2,N,Y,Y,"중국어, 일본어",1899-8687,전라북도 무주군 무주읍 한풍루로 344,전라북도 무주군 무주읍 당산리 1228,전라북도 무주군청,http://www.mujutour.co.kr,36.00417911,127.6635037,2019-11-20,4740000,전라북도 무주군
만남의광장 종합관광안내소,무주 IC 만남의 광장,전라북도,무주군,무주군 관광 안내 및 해설,핸드폰 충전,명절 당일,09:00,18:00,09:00,18:00,2,N,Y,Y,"중국어, 일본어",1899-8687,전라북도 무주군 무주읍 무주로 1739,전라북도 무주군 무주읍 가옥리 300,전라북도 무주군청,http://www.mujutour.co.kr,35.97443216,127.6509568,2019-11-20,4740000,전라북도 무주군
웰컴센터 관광안내센터,제주웰컴센터 1층,제주특별자치도,제주시,"제주도 관광을 예정하는 분들께 일정상담과 더불어 관광지운영시간, 교통편, 지역별 숙박장소, 기타 체험장소 안내 등 안내서비스를 제공합니다",휠체어 대여 및 방문고객 관광홍보물 제공 등,연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,Y,-,064-740-6000,제주특별자치도 제주시 선덕로 23,제주특별자치도 제주시 연동 313-80,제주관광공사,ijto.or.kr/korean/,33.4858065,126.4994934,2018-10-15,B552701,제주관광공사
용인시 관광안내소(에버랜드),에버랜드 정문 앞,경기도,용인시,에버랜드 정문 앞에 위치한 관광종합안내소. 통역안내사(중국어) 1명 근무. 용인 관광에 관련된 종합 정보 제공.,,"정기휴무 일,월/임시휴무 신정, 구정, 추석",09:00,17:00,09:00,17:00,1,N,N,Y,N,031-321-9393,경기도 용인시 처인구 포곡읍 에버랜드로 199,경기도 용인시 처인구 포곡읍 유운리 551-11,경기도 용인시청,https://www.yongin.go.kr/tour/index.do,37.2940653413,127.2021298307,2019-10-04,4050000,경기도 용인시
용인시 관광안내소(기흥역),코레일 분당선 기흥역사 내,경기도,용인시,코레일 분당선 기흥역사 내에 위치한 관광종합안내소. 통역안내사(일본어) 1명 근무. 용인 관광에 관련된 종합 정보 제공.,,"정기휴무 일,월/임시휴무 신정, 구정, 추석",09:00,17:00,09:00,17:00,1,N,Y,N,N,031-274-0538,경기도 용인시 기흥구 460,경기도 용인시 기흥구 구갈동 227-25,경기도 용인시청,https://www.yongin.go.kr/tour/index.do,37.2753169932,127.1159548016,2019-10-04,4050000,경기도 용인시
용인시 관광안내소(한국민속촌),한국민속촌 정문 매표소 앞,경기도,용인시,한국민속촌 정문 매표소 앞에 위치한 관광종합안내소. 통역안내사(영어) 1명 근무. 용인 관광에 관련된 종합 정보 제공.,,"정기휴무 일,월/임시휴무 신정, 구정, 추석",09:00,17:00,09:00,17:00,1,Y,N,N,N,031-287-1332,경기도 용인시 기흥구 한국민속촌로 90,경기도 용인시 기흥구 보라동 304,경기도 용인시청,https://www.yongin.go.kr/tour/index.do,37.2572108926,127.1146960795,2019-10-04,4050000,경기도 용인시
도봉탐방지원센터,도봉산 입구,서울특별시,도봉구,도봉산 탐방 정보 안내 및 그린포인트 적립,,연중무휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,02-954-2565,서울특별시 도봉구 도봉산길 73,,서울특별시 도봉구청,,37.6865126213,127.0376078301,2019-09-30,3090000,서울특별시 도봉구
고흥종합관광안내소,동강면 한천리,전라남도,고흥군,,,연중무휴,08:00,22:00,08:00,21:00,2,N,N,N,x,061-830-5637,전라남도 고흥군 동강면 고흥로 4797,전라남도 고흥군 동강면 한천리 334-3,위탁운영,해당없음,34.8237006917,127.3453685178,2019-09-25,4880000,전라남도 고흥군
나주읍성권 관광안내소,나주읍성권 관광안내소,전라남도,나주시,천년 나주목사고을 읍성권 관광안내,,연중무휴,09:00,18:00,09:00,18:00,2,N,N,N,,061-331-6941,전라남도 나주시 금성관길 13-8,전라남도 나주시 금계동 33-31,전라남도 나주시청,http://tour.naju.go.kr,35.031980,126.7151647364,2019-07-01,4830000,전라남도 나주시
다도도래마을 관광안내소,다도도래마을 관광안내소,전라남도,나주시,전통한옥마을 다도도래마을 관광안내,,월요일,10:00,17:00,10:00,17:00,1,N,N,N,,061-336-3675,전라남도 나주시 다도면 동력길 20,전라남도 나주시 다도면 풍산리 177,전라남도 나주시청,http://tour.naju.go.kr,34.998858,126.8234408121,2019-07-01,4830000,전라남도 나주시
반남고분군 관광안내소,반남고분군 관광안내소,전라남도,나주시,2천년 역사가 숨쉬는 반남고분군 관광안내,,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,061-336-1151,전라남도 나주시 반남면 고분로 756,전라남도 나주시 반남면 신촌리 249-2,전라남도 나주시청,http://tour.naju.go.kr,34.9147571231,126.661389,2019-07-01,4830000,전라남도 나주시
영상테마파크 관광안내소,영상테마파크 관광안내소,전라남도,나주시,드라마 주몽 촬영지로 유명한 나주 영상테마파크 관광안내,,월요일,10:00,17:00,10:00,17:00,1,N,N,N,,061-335-7941,전라남도 나주시 공산면 덕을로 450,전라남도 나주시 공산면 신곡리 산2,전라남도 나주시청,http://tour.naju.go.kr,34.979731,126.599923,2019-07-01,4830000,전라남도 나주시
서문 관광안내소,서문 관광안내소,전라남도,나주시,나주 읍성(서성문) 관광안내,,월요일,10:00,17:00,10:00,17:00,1,N,N,N,,061-332-4417,전라남도 나주시 서성문길 30,전라남도 나주시 서내동 78,전라남도 나주시청,http://tour.naju.go.kr,35.033133,126.712927,2019-07-01,4830000,전라남도 나주시
역사갤러리 관광안내소,역사갤러리 관광안내소,전라남도,나주시,영산포 근대문화권 및 황포돛배 관광안내,,월요일,10:00,17:00,10:00,17:00,1,N,N,N,,061-331-1755,전라남도 나주시 영산3길 17,전라남도 나주시 영산동 247-2,전라남도 나주시청,http://tour.naju.go.kr,35.0007200839,126.711537,2019-07-01,4830000,전라남도 나주시
천연염색박물관 관광안내소,천연염색박물관 관광안내소,전라남도,나주시,천연염색 전시관 운영 및 관광안내,,월요일,10:00,17:00,10:00,17:00,1,N,N,N,,061-331-0091,전라남도 나주시 다시면 백호로 379,전라남도 나주시 다시면 회진리 163,전라남도 나주시청,http://tour.naju.go.kr,34.9940317717,126.6625268980,2019-07-01,4830000,전라남도 나주시
통도사 관광안내소,양산시 하북면 통도사 내,경상남도,양산시,통도사내 위치한 양산시 종합관광안내소,유모차+휠체어대여+수하물 보관,"설날, 추석, 연휴",09:00,18:00,09:00,18:00,2,Y,Y,Y,영어+일본어+중국어,055-382-4112,,경상남도 양산시 하북면 지산리 583,양산시,http://tour.yangsan.go.kr,35.4985356788,129.050951372,2019-06-26,5380000,경상남도 양산시
내원사 관광안내소,양산시 하북면 내원사 내,경상남도,양산시,내원사내 위치한 양산시 종합관광안내소,수하물 보관,"설날, 추석, 연휴",09:00,18:00,09:00,18:00,2,N,N,N,해당없음,055-374-5211,경상남도 양산시 하북면 내원로 207,경상남도 양산시 하북면 용연리 291,양산시,http://tour.yangsan.go.kr,35.44578267,129.1104527,2019-06-26,5380000,경상남도 양산시
원동역 관광안내소,양산시 원동면 원동역 내,경상남도,양산시,원동역내 위치한 양산시 관광안내소,해당없음,"설날, 추석, 연휴",10:00,14:00,10:00,16:00,1,N,N,N,해당없음,055-392-3234,경상남도 양산시 원동면 원동마을길 13,경상남도 양산시 원동면 원리 1154-1,양산시,http://tour.yangsan.go.kr,35.3627558964,128.920784164,2019-06-26,5380000,경상남도 양산시
울산역 관광안내소,울산광역시 울주군 울산역 내,경상남도,양산시,울산역내 위치한 양산시 관광안내소,휴대폰 충전,"설날, 추석, 연휴",09:00,18:00,09:00,18:00,1,N,N,N,해당없음,055-392-3234,울산광역시 울주군 삼남면 울산역로 177,울산광역시 울주군 삼남면 신화리 88,양산시,-,35.5515004279,129.1386342,2019-06-26,5380000,경상남도 양산시
낙산관광안내소,강원도 양양군 강현면 동해대로 3094,강원도,양양군,주요 관광지 안내,-,명절휴무,09:00,18:00,09:00,18:00,2,N,N,Y,,033-670-2397,강원도 양양군 강현면 동해대로 3094,강원도 양양군 강현면 주청리 117-1,강원도 양양군청,www.yangyang.go.kr,38.1183862,128.6283585,2019-06-30,4350000,강원도 양양군
화개장터 관광안내소,화개장터 정문,경상남도,하동군,,,연중무휴,10:00,17:00,10:00,17:00,1, , , ,,055-883-5722,경상남도 하동군 화개면 쌍계로 15,,경상남도 하동군청,,35.1877406,127.6243772,2019-06-17,5440000,경상남도 하동군
악양 종합관광안내소,최참판댁 입구,경상남도,하동군,,,연중무휴,10:00,17:00,10:00,17:00,1, , , ,,055-880-2950,경상남도 하동군 악양면 평사리길 66-7,,경상남도 하동군청,,35.1556978,127.6884183,2019-06-17,5440000,경상남도 하동군
청학동 관광안내소,지리산 청학동 관문 입구,경상남도,하동군,,,연중무휴,10:00,17:00,10:00,17:00,1, , , ,,055-882-5379,경상남도 하동군 청암면 아래몰길 6,,경상남도 하동군청,,35.2363066431,127.7227536195,2019-06-17,5440000,경상남도 하동군
쌍계사 관광안내소,쌍계사 입구,경상남도,하동군,,,연중무휴,10:00,17:00,10:00,17:00,1, , , ,,055-883-7019,경상남도 하동군 화개면 쌍계사길 59,,경상남도 하동군청,,35.2331819,127.6497993,2019-06-17,5440000,경상남도 하동군
지리산 생태 과학관,지리산 생태 과학관 입구,경상남도,하동군,,,연중무휴,10:00,17:00,10:00,17:00,1, , , ,,055-884-3026,경상남도 하동군 악양면 섬진강대로 3358-30,,경상남도 하동군청,,35.1506729,127.6752582,2019-06-17,5440000,경상남도 하동군
향청종합관광안내소,향청 입구,경상북도,상주시,시내지역의 유적지와 관광지 정보제공,핸드폰 충전,"설 전날,설 당일, 추석전날, 추석 당일",10:00,17:00,10:00,17:00,1,N,N,N,"영어,중국어",054-531-9645,경상북도 상주시 왕산로 282,경상북도 상주시 인봉동 89-8,관광진흥과,,36.418248,128.162886,2019-05-27,5110000,경상북도 상주시
경천대종합관광안내소,경천대 입구,경상북도,상주시,경천대 인근 관광지 정보제공,핸드폰 충전,"설 전날,설 당일, 추석전날, 추석 당일",10:00,17:00,10:00,17:00,1,N,N,N,"영어,중국어",054-536-1003,경상북도 상주시 경천로 652,경상북도 상주시 사벌면 삼덕리 1-13,관광진흥과,,36.457222,128.247865,2019-05-27,5110000,경상북도 상주시
경천섬종합관광안내소,경천섬 입구,경상북도,상주시,낙동강 및 경천섬 인근 관광지 정보제공,핸드폰 충전,"설 전날,설 당일, 추석전날, 추석 당일",10:00,17:00,10:00,17:00,1,N,N,N,"영어,중국어",054-531-1996,경상북도 상주시 용마로 415,경상북도 상주시 도남동 산39,관광진흥과,,36.440673,128.253905,2019-05-27,5110000,경상북도 상주시
홍천군관광안내소,홍천군 홍천읍 홍천로 301(시외버스터미널 내),강원도,홍천군,"관광지, 교통, 숙박, 음식(업소), 쇼핑, 축제 및 행사, 문화 공연 등에 대한 정보 제공","인터넷 검색, 핸드폰 충전",추석 설 휴무,09:00,18:00,09:00,18:00,2,N,N,N,,033-433-1259,강원도 홍천군 홍천읍 홍천로 301,강원도 홍천군 홍천읍 희망리 393,강원도 홍천군청,http://www.great.go.kr,37.6889027,127.8786251,2018-08-29,4250000,강원도 홍천군
